source,target,ÀàĞÍ
5882,392856,directed
19701,392856,directed
26164,392856,directed
385611,392856,directed
492275,392856,directed
562304,392856,directed
681154,392856,directed
755156,392856,directed
756740,392856,directed
762500,392856,directed
895136,392856,directed
81619,392925,directed
106916,392925,directed
257787,392925,directed
350840,392925,directed
510805,392925,directed
522768,392925,directed
610880,392925,directed
659299,392925,directed
868174,392925,directed
116984,393031,directed
564239,393031,directed
44068,393257,directed
325443,393257,directed
466759,393257,directed
15694,393345,directed
19892,393345,directed
29791,393345,directed
58372,393345,directed
64303,393345,directed
67631,393345,directed
78886,393345,directed
84053,393345,directed
93566,393345,directed
100160,393345,directed
104455,393345,directed
145128,393345,directed
209142,393345,directed
219203,393345,directed
232564,393345,directed
293896,393345,directed
357406,393345,directed
358820,393345,directed
379125,393345,directed
423267,393345,directed
483587,393345,directed
553483,393345,directed
564333,393345,directed
577627,393345,directed
597094,393345,directed
749734,393345,directed
754032,393345,directed
892823,393345,directed
894465,393345,directed
899530,393345,directed
939567,393345,directed
52382,393789,directed
69986,393789,directed
131581,393789,directed
144847,393789,directed
297894,393789,directed
791480,393789,directed
806247,393789,directed
887348,393789,directed
936206,393789,directed
127063,394013,directed
135152,394013,directed
622805,394013,directed
184502,394325,directed
237205,394325,directed
250435,394325,directed
275832,394325,directed
484396,394325,directed
585092,394325,directed
673114,394325,directed
758601,394325,directed
781837,394325,directed
66915,394449,directed
79016,394449,directed
549797,394449,directed
607804,394449,directed
2130,394806,directed
46861,394806,directed
66915,394806,directed
135378,394806,directed
137494,394806,directed
678009,394806,directed
754032,394806,directed
927627,394806,directed
44764,395187,directed
206241,395187,directed
414016,395187,directed
29884,395633,directed
79016,395819,directed
184502,395819,directed
260038,396154,directed
271029,396154,directed
81796,396372,directed
69986,396676,directed
74970,396676,directed
143951,396676,directed
159699,396676,directed
165818,396676,directed
185615,396676,directed
190946,396676,directed
198901,396676,directed
200775,396676,directed
320761,396676,directed
407300,396676,directed
410219,396676,directed
477954,396676,directed
524239,396676,directed
549797,396676,directed
583959,396676,directed
815236,396676,directed
816890,396676,directed
842269,396676,directed
858710,396676,directed
887348,396676,directed
903609,396676,directed
944310,396676,directed
133832,397042,directed
162677,397042,directed
199369,397042,directed
743929,397042,directed
950571,397042,directed
227527,397156,directed
83013,397794,directed
121746,397794,directed
129775,397794,directed
133719,397794,directed
138699,397794,directed
142249,397794,directed
203695,397794,directed
221803,397794,directed
334193,397794,directed
477116,397794,directed
502398,397794,directed
553483,397794,directed
634377,397794,directed
755156,397794,directed
795341,397794,directed
942335,397794,directed
949820,397794,directed
13511,397876,directed
32071,397876,directed
66228,397876,directed
110104,397876,directed
238115,397876,directed
260038,397876,directed
5980,397880,directed
31022,397880,directed
51376,397880,directed
66915,397880,directed
71209,397880,directed
114342,397880,directed
121590,397880,directed
170815,397880,directed
174822,397880,directed
180228,397880,directed
200882,397880,directed
224638,397880,directed
233066,397880,directed
237517,397880,directed
253142,397880,directed
276085,397880,directed
290812,397880,directed
309458,397880,directed
418740,397880,directed
446509,397880,directed
487186,397880,directed
562304,397880,directed
568071,397880,directed
615119,397880,directed
651107,397880,directed
747445,397880,directed
748222,397880,directed
798662,397880,directed
815039,397880,directed
816890,397880,directed
926548,397880,directed
7689,398020,directed
83095,398020,directed
160690,398020,directed
208774,398020,directed
690718,398020,directed
884962,398020,directed
935330,398020,directed
52900,398259,directed
143951,398259,directed
198901,398259,directed
410219,398259,directed
549797,398259,directed
631774,398259,directed
683065,398259,directed
805332,398259,directed
823012,398259,directed
941579,398259,directed
39656,398615,directed
135391,398615,directed
172350,398615,directed
175553,398615,directed
211758,398615,directed
235881,398615,directed
359199,398615,directed
378624,398615,directed
551815,398615,directed
646353,398615,directed
392299,398892,directed
18977,398909,directed
830538,399249,directed
744969,399361,directed
135273,399437,directed
14651,399659,directed
142050,399659,directed
144847,399659,directed
179335,399659,directed
180228,399659,directed
185615,399659,directed
198532,399659,directed
200791,399659,directed
218994,399659,directed
294085,399659,directed
339905,399659,directed
354733,399659,directed
409954,399659,directed
549797,399659,directed
583959,399659,directed
816890,399659,directed
852007,399659,directed
941579,399659,directed
81083,399733,directed
130855,399733,directed
151290,399733,directed
175286,399733,directed
222601,399733,directed
227527,399733,directed
286662,399733,directed
293391,399733,directed
320761,399733,directed
327130,399733,directed
472735,399733,directed
593129,399733,directed
610339,399733,directed
745071,399733,directed
778568,399733,directed
823165,399733,directed
836017,399733,directed
921289,399733,directed
936206,399733,directed
127337,400279,directed
146544,400279,directed
240865,400279,directed
255371,400279,directed
467853,400279,directed
22124,400717,directed
76057,400717,directed
118384,400717,directed
151787,400717,directed
191063,400717,directed
315339,400717,directed
335302,400717,directed
343954,400717,directed
391933,400717,directed
406294,400717,directed
446509,400717,directed
685647,400717,directed
741177,400717,directed
771438,400717,directed
798992,400717,directed
850692,400717,directed
928351,400717,directed
943268,400717,directed
61172,400815,directed
167287,400815,directed
206407,400815,directed
243008,400815,directed
752314,400815,directed
889097,400815,directed
943827,400815,directed
162677,401066,directed
489316,401066,directed
490416,401066,directed
551815,401066,directed
743929,401066,directed
128099,401114,directed
766094,401114,directed
51992,401287,directed
66915,401287,directed
114342,401287,directed
127360,401287,directed
189678,401287,directed
198302,401287,directed
314600,401287,directed
325459,401287,directed
343930,401287,directed
354105,401287,directed
631774,401287,directed
748222,401287,directed
756656,401287,directed
764181,401287,directed
838559,401287,directed
840102,401287,directed
840402,401287,directed
937003,401287,directed
89305,402117,directed
748262,402117,directed
758520,402117,directed
895136,402117,directed
33161,402249,directed
144458,402249,directed
316834,402249,directed
361393,402249,directed
607448,402249,directed
622805,402249,directed
802302,402249,directed
33161,402351,directed
58438,402351,directed
107139,402351,directed
130402,402351,directed
133969,402351,directed
161920,402351,directed
187581,402351,directed
243527,402351,directed
270491,402351,directed
361393,402351,directed
423829,402351,directed
530745,402351,directed
696015,402351,directed
745316,402351,directed
883318,402351,directed
33161,402872,directed
49180,402872,directed
56913,402872,directed
73644,402872,directed
128099,402872,directed
137494,402872,directed
151469,402872,directed
369270,402872,directed
577590,402872,directed
781172,402872,directed
814898,402872,directed
830028,402872,directed
848952,402872,directed
850161,402872,directed
933172,402872,directed
898336,403120,directed
16361,403184,directed
28772,403184,directed
34094,403184,directed
41874,403184,directed
478603,403184,directed
538677,403184,directed
575051,403184,directed
754032,403184,directed
785611,403184,directed
83095,403784,directed
108265,403784,directed
354631,403784,directed
510885,403784,directed
104714,404136,directed
180023,404136,directed
667669,404136,directed
769444,404136,directed
923705,404136,directed
55128,404345,directed
120521,404345,directed
276085,404345,directed
575051,404345,directed
754032,404345,directed
824022,404345,directed
894465,404345,directed
41874,404434,directed
66915,404434,directed
128099,404434,directed
346336,404434,directed
577627,404434,directed
754032,404434,directed
799053,404434,directed
840102,404434,directed
43444,404529,directed
47246,404529,directed
67561,404529,directed
70534,404529,directed
142208,404529,directed
295415,404529,directed
500612,404529,directed
611877,404529,directed
615937,404529,directed
898946,404529,directed
899198,404529,directed
12654,404734,directed
62823,404734,directed
123007,404734,directed
206407,404734,directed
317545,404734,directed
490004,404734,directed
759491,404734,directed
780581,404734,directed
786613,404734,directed
864209,404734,directed
950571,405113,directed
20278,405142,directed
30928,405142,directed
49774,405142,directed
61044,405142,directed
61226,405142,directed
135152,405142,directed
258741,405142,directed
303506,405142,directed
319347,405142,directed
467203,405142,directed
120521,405494,directed
135032,405494,directed
754032,405494,directed
793988,405494,directed
55304,405522,directed
183867,405522,directed
211758,405522,directed
479582,405522,directed
754032,405522,directed
894335,405522,directed
26023,405732,directed
480830,405732,directed
863102,405732,directed
937003,405732,directed
75747,405903,directed
131627,405903,directed
232564,405903,directed
379125,405903,directed
577627,405903,directed
747757,405903,directed
766361,405903,directed
842802,405903,directed
1006765,405903,directed
5953,406294,directed
98465,406294,directed
109735,406294,directed
170228,406294,directed
203008,406294,directed
246611,406294,directed
251604,406294,directed
259800,406294,directed
315403,406294,directed
418740,406294,directed
490004,406294,directed
501407,406294,directed
771438,406294,directed
786613,406294,directed
792925,406294,directed
809999,406294,directed
925852,406294,directed
100160,406575,directed
754032,406575,directed
894465,406575,directed
71970,406583,directed
76658,406583,directed
118853,406583,directed
201678,406583,directed
205180,406583,directed
226380,406583,directed
243527,406583,directed
245760,406583,directed
273105,406583,directed
402872,406583,directed
677991,406583,directed
684920,406583,directed
738855,406583,directed
757665,406583,directed
781172,406583,directed
804559,406583,directed
808198,406583,directed
924232,406583,directed
957296,406583,directed
140499,406589,directed
343930,406589,directed
926604,406589,directed
937003,406589,directed
225930,406657,directed
345355,406657,directed
756180,406657,directed
932665,406657,directed
685751,406733,directed
740576,406733,directed
147635,407101,directed
126903,407300,directed
198901,407300,directed
549797,407300,directed
662800,407300,directed
816890,407300,directed
21334,407331,directed
802302,407331,directed
167517,407942,directed
840000,407942,directed
31685,407986,directed
98081,407986,directed
174557,407986,directed
325401,407986,directed
330575,407986,directed
855531,407986,directed
864209,407986,directed
940831,407986,directed
107249,408500,directed
305501,408500,directed
361393,408500,directed
366164,408500,directed
390390,408500,directed
777210,408500,directed
950571,408531,directed
19701,408696,directed
38490,408696,directed
41874,408696,directed
65590,408696,directed
66915,408696,directed
228266,408696,directed
232564,408696,directed
346336,408696,directed
354105,408696,directed
379125,408696,directed
531986,408696,directed
633181,408696,directed
754032,408696,directed
755156,408696,directed
838272,408696,directed
840402,408696,directed
66915,409670,directed
69153,409670,directed
186594,409670,directed
266160,409670,directed
270491,409670,directed
333634,409670,directed
391398,409670,directed
536754,409670,directed
754032,409670,directed
762288,409670,directed
894465,409670,directed
74970,409954,directed
200775,409954,directed
314346,409954,directed
380704,409954,directed
549797,409954,directed
562030,409954,directed
848784,409954,directed
947816,409954,directed
14651,409968,directed
65397,409968,directed
74970,409968,directed
98189,409968,directed
136640,409968,directed
175286,409968,directed
234325,409968,directed
410219,409968,directed
788569,409968,directed
804289,409968,directed
868456,409968,directed
838300,409985,directed
74970,410219,directed
143951,410219,directed
163198,410219,directed
180228,410219,directed
190946,410219,directed
200775,410219,directed
409954,410219,directed
516706,410219,directed
549797,410219,directed
577531,410219,directed
662800,410219,directed
816890,410219,directed
848784,410219,directed
947816,410219,directed
71970,411487,directed
73644,411745,directed
120521,411745,directed
131627,411745,directed
137494,411745,directed
313284,411745,directed
402872,411745,directed
745964,411745,directed
894465,411745,directed
988440,411745,directed
48908,411761,directed
79016,411761,directed
121590,411761,directed
184502,411761,directed
204901,411761,directed
260038,411761,directed
287604,411761,directed
395819,411761,directed
479028,411761,directed
496097,411761,directed
804476,411761,directed
815575,411761,directed
149044,411830,directed
354105,411830,directed
660507,411830,directed
845668,411830,directed
81403,412710,directed
237205,412710,directed
617568,412715,directed
179698,413405,directed
75747,413524,directed
80118,413524,directed
112462,413524,directed
238440,413524,directed
243527,413524,directed
257544,413524,directed
295276,413524,directed
316834,413524,directed
354105,413524,directed
418740,413524,directed
531986,413524,directed
622805,413524,directed
754032,413524,directed
790988,413524,directed
821571,413524,directed
852855,413524,directed
96613,413683,directed
129547,413683,directed
211758,413683,directed
354105,413683,directed
527379,413683,directed
608701,413683,directed
753094,413683,directed
806542,413683,directed
815039,413683,directed
825208,413683,directed
942529,413683,directed
958533,413683,directed
213921,413853,directed
341672,413853,directed
387095,413853,directed
486047,413853,directed
796045,413853,directed
883318,413853,directed
899223,413853,directed
953552,413853,directed
404345,414016,directed
496525,414016,directed
521704,414016,directed
847735,414016,directed
855423,414016,directed
868306,414016,directed
918290,414016,directed
924232,414016,directed
46861,414251,directed
81194,414251,directed
118544,414251,directed
137494,414251,directed
138837,414251,directed
164594,414251,directed
238115,414251,directed
239638,414251,directed
242473,414251,directed
343396,414251,directed
806542,414251,directed
806877,414251,directed
824022,414251,directed
55128,414745,directed
100160,414745,directed
120521,414745,directed
174557,414745,directed
341137,414745,directed
354105,414745,directed
489303,414745,directed
754032,414745,directed
815039,414745,directed
894465,414745,directed
167287,414889,directed
298766,414889,directed
325459,414889,directed
357406,414889,directed
359326,414889,directed
422405,414889,directed
493327,414889,directed
817754,414889,directed
895136,414889,directed
920994,414889,directed
922200,414889,directed
44764,415239,directed
490004,415239,directed
492331,415239,directed
754032,415239,directed
766385,415239,directed
66915,417607,directed
138699,417607,directed
183867,417607,directed
404463,417607,directed
484396,417607,directed
549797,417607,directed
754032,417607,directed
9680,418519,directed
551815,418519,directed
19701,418662,directed
51376,418662,directed
66915,418662,directed
75747,418662,directed
114342,418662,directed
131650,418662,directed
138520,418662,directed
418740,418662,directed
531986,418662,directed
672910,418662,directed
754032,418662,directed
840402,418662,directed
852855,418662,directed
5882,418740,directed
5953,418740,directed
58372,418740,directed
100160,418740,directed
120521,418740,directed
182598,418740,directed
204708,418740,directed
490004,418740,directed
531986,418740,directed
562304,418740,directed
570825,418740,directed
577627,418740,directed
596126,418740,directed
672011,418740,directed
749734,418740,directed
763301,418740,directed
793988,418740,directed
818593,418740,directed
840402,418740,directed
843607,418740,directed
866786,418740,directed
894465,418740,directed
926548,418740,directed
68155,418955,directed
117064,418955,directed
208582,418955,directed
247966,418955,directed
256349,418955,directed
418981,418955,directed
803720,418955,directed
46861,418981,directed
48622,418981,directed
68155,418981,directed
75171,418981,directed
204901,418981,directed
636044,418981,directed
894335,418981,directed
41874,419102,directed
51992,419102,directed
64303,419102,directed
65590,419102,directed
68738,419102,directed
100160,419102,directed
112185,419102,directed
137390,419102,directed
145128,419102,directed
219483,419102,directed
314600,419102,directed
336783,419102,directed
480086,419102,directed
503283,419102,directed
527267,419102,directed
545726,419102,directed
582313,419102,directed
631774,419102,directed
660053,419102,directed
678339,419102,directed
752314,419102,directed
754032,419102,directed
790732,419102,directed
799053,419102,directed
895136,419102,directed
933809,419102,directed
247545,419197,directed
617196,419197,directed
22124,420133,directed
44906,420133,directed
81493,420133,directed
94890,420133,directed
104714,420133,directed
118327,420133,directed
290812,420133,directed
364399,420133,directed
487186,420133,directed
501407,420133,directed
635413,420133,directed
672011,420133,directed
748222,420133,directed
758520,420133,directed
771438,420133,directed
792925,420133,directed
926604,420133,directed
98465,420504,directed
246611,420504,directed
406294,420504,directed
418740,420504,directed
490004,420504,directed
501407,420504,directed
771438,420504,directed
9680,420539,directed
46861,420539,directed
55128,420539,directed
81083,420539,directed
183867,420539,directed
416785,420539,directed
423829,420539,directed
496525,420539,directed
625736,420539,directed
743929,420539,directed
744548,420539,directed
754032,420539,directed
760240,420539,directed
763301,420539,directed
763611,420539,directed
772191,420539,directed
798662,420539,directed
924232,420539,directed
958533,420539,directed
959770,420539,directed
988638,420539,directed
418740,421315,directed
490004,421315,directed
5953,422405,directed
51992,422405,directed
58372,422405,directed
66915,422405,directed
75747,422405,directed
84209,422405,directed
91650,422405,directed
138520,422405,directed
139026,422405,directed
142652,422405,directed
210425,422405,directed
232564,422405,directed
252184,422405,directed
293896,422405,directed
411745,422405,directed
418740,422405,directed
475932,422405,directed
490004,422405,directed
492331,422405,directed
604852,422405,directed
612716,422405,directed
639053,422405,directed
754032,422405,directed
767068,422405,directed
866786,422405,directed
866841,422405,directed
894465,422405,directed
223054,422658,directed
617196,422658,directed
7689,422891,directed
164053,422891,directed
208774,422891,directed
578999,422891,directed
75264,422947,directed
91650,422947,directed
129637,422947,directed
138520,422947,directed
160054,422947,directed
184267,422947,directed
354105,422947,directed
418740,422947,directed
490004,422947,directed
490141,422947,directed
562304,422947,directed
672910,422947,directed
749970,422947,directed
753617,422947,directed
771438,422947,directed
786613,422947,directed
1043986,422947,directed
31067,423267,directed
100160,423267,directed
108826,423267,directed
120521,423267,directed
168958,423267,directed
238115,423267,directed
316834,423267,directed
346336,423267,directed
414251,423267,directed
677781,423267,directed
754032,423267,directed
772526,423267,directed
821571,423267,directed
894465,423267,directed
2993710,423267,directed
19701,423305,directed
75747,423305,directed
131650,423305,directed
193231,423305,directed
562304,423305,directed
570825,423305,directed
672910,423305,directed
838272,423305,directed
840402,423305,directed
7689,423467,directed
33161,423829,directed
77698,423829,directed
82584,423829,directed
127369,423829,directed
128099,423829,directed
133832,423829,directed
162677,423829,directed
170690,423829,directed
211758,423829,directed
259529,423829,directed
346637,423829,directed
354105,423829,directed
359199,423829,directed
490416,423829,directed
646353,423829,directed
950571,423829,directed
201760,424117,directed
59537,424244,directed
100160,424244,directed
112462,424244,directed
139026,424244,directed
238495,424244,directed
354105,424244,directed
489303,424244,directed
577627,424244,directed
754032,424244,directed
771438,424244,directed
772567,424244,directed
81796,424292,directed
317093,424292,directed
70715,424296,directed
108826,424296,directed
180228,424296,directed
238115,424296,directed
282709,424296,directed
343396,424296,directed
817000,424296,directed
852007,424296,directed
960674,424296,directed
137494,425105,directed
162677,425105,directed
211758,425105,directed
287604,425105,directed
343396,425105,directed
477523,425105,directed
828740,425105,directed
828768,425105,directed
960674,425105,directed
75264,426564,directed
75747,426564,directed
128099,426564,directed
172612,426564,directed
175553,426564,directed
187581,426564,directed
191947,426564,directed
197364,426564,directed
295756,426564,directed
354733,426564,directed
674161,426564,directed
796045,426564,directed
842802,426564,directed
41874,428329,directed
120010,428329,directed
158540,428329,directed
166785,428329,directed
217641,428329,directed
307461,428329,directed
336783,428329,directed
505532,428329,directed
538677,428329,directed
575522,428329,directed
724720,428329,directed
754032,428329,directed
799053,428329,directed
100160,428717,directed
117001,428717,directed
120521,428717,directed
121157,428717,directed
128099,428717,directed
489303,428717,directed
503668,428717,directed
773642,428717,directed
792953,428717,directed
824022,428717,directed
894465,428717,directed
669303,428725,directed
158717,443997,directed
181694,443997,directed
797205,443997,directed
235923,444140,directed
61938,446509,directed
81493,446509,directed
98465,446509,directed
139026,446509,directed
170369,446509,directed
192382,446509,directed
246611,446509,directed
251604,446509,directed
259800,446509,directed
299471,446509,directed
315403,446509,directed
397880,446509,directed
501407,446509,directed
562304,446509,directed
574772,446509,directed
590479,446509,directed
591048,446509,directed
604852,446509,directed
623985,446509,directed
671244,446509,directed
674873,446509,directed
749970,446509,directed
754879,446509,directed
771438,446509,directed
805785,446509,directed
809999,446509,directed
858827,446509,directed
891063,446509,directed
925852,446509,directed
109735,447241,directed
123007,447241,directed
137580,447241,directed
210425,447241,directed
633181,447241,directed
990384,447241,directed
89018,448144,directed
222927,448144,directed
399659,448144,directed
775323,448144,directed
485135,448152,directed
508443,448207,directed
341422,449578,directed
903009,449578,directed
29884,450700,directed
74853,450786,directed
48806,450883,directed
124492,450883,directed
147316,450883,directed
203695,450883,directed
239921,450883,directed
324646,450883,directed
487038,450883,directed
488378,450883,directed
681154,450883,directed
752770,450883,directed
755156,450883,directed
16281,450991,directed
38936,450991,directed
70027,450991,directed
108679,450991,directed
204386,450991,directed
274321,450991,directed
280692,450991,directed
296802,450991,directed
492037,450991,directed
610346,450991,directed
754251,450991,directed
765302,450991,directed
945196,450991,directed
31685,451296,directed
47033,451296,directed
66915,451296,directed
71209,451296,directed
199995,451296,directed
204386,451296,directed
307461,451296,directed
325459,451296,directed
336783,451296,directed
379125,451296,directed
397880,451296,directed
505532,451296,directed
574772,451296,directed
590479,451296,directed
595101,451296,directed
685647,451296,directed
811622,451296,directed
925528,451296,directed
75747,451398,directed
80649,451398,directed
84053,451398,directed
100160,451398,directed
195874,451398,directed
475932,451398,directed
482334,451398,directed
531986,451398,directed
568137,451398,directed
590479,451398,directed
780581,453009,directed
5441,453041,directed
167320,453041,directed
186096,453041,directed
192382,453041,directed
420133,453041,directed
446509,453041,directed
741177,453041,directed
891063,453041,directed
410219,453908,directed
941579,453908,directed
816890,454240,directed
53739,456896,directed
98081,456896,directed
579458,456896,directed
855531,456896,directed
64303,457692,directed
87179,457692,directed
105354,457692,directed
180263,457692,directed
754032,457692,directed
46861,457807,directed
59156,457807,directed
81194,457807,directed
128099,457807,directed
212612,457807,directed
238115,457807,directed
269972,457807,directed
608701,457807,directed
45313,459616,directed
46861,459616,directed
149515,459616,directed
414251,459616,directed
569685,459616,directed
622805,459616,directed
821571,459616,directed
93566,459860,directed
145128,459860,directed
149840,459860,directed
193231,459860,directed
229157,459860,directed
290812,459860,directed
324646,459860,directed
326249,459860,directed
355412,459860,directed
418662,459860,directed
38490,460390,directed
83859,460390,directed
126782,460390,directed
172167,460390,directed
240665,460390,directed
325459,460390,directed
505532,460390,directed
740833,460390,directed
746182,460390,directed
863102,460390,directed
511041,460553,directed
139026,461391,directed
246611,461391,directed
490004,461391,directed
792925,461391,directed
34249,461698,directed
38302,461698,directed
51992,461698,directed
75747,461698,directed
194703,461698,directed
200791,461698,directed
222927,461698,directed
422405,461698,directed
538677,461698,directed
740833,461698,directed
816890,461698,directed
941579,461698,directed
960690,461698,directed
81083,461737,directed
389979,461737,directed
487271,461737,directed
788568,461737,directed
91438,462110,directed
91650,462110,directed
137580,462110,directed
152002,462110,directed
285693,462110,directed
289177,462110,directed
309458,462110,directed
332141,462110,directed
633181,462110,directed
793988,462110,directed
921965,462110,directed
960690,462110,directed
66915,463435,directed
237517,463435,directed
410219,463435,directed
549797,463435,directed
583959,463435,directed
631774,463435,directed
754032,463435,directed
788568,463435,directed
816890,463435,directed
941579,463435,directed
76057,463527,directed
233862,463527,directed
243527,463527,directed
354105,463527,directed
423829,463527,directed
484396,463527,directed
646353,463527,directed
685647,463527,directed
753685,463527,directed
791318,463527,directed
798992,463527,directed
957296,463527,directed
607283,463663,directed
66915,464348,directed
81083,464348,directed
169202,464348,directed
227527,464348,directed
330967,464348,directed
342768,464348,directed
379125,464348,directed
389979,464348,directed
410219,464348,directed
549797,464348,directed
577531,464348,directed
22124,465562,directed
31324,465562,directed
299429,465562,directed
315403,465562,directed
371258,465562,directed
741746,465562,directed
925852,465562,directed
186312,466442,directed
669511,466442,directed
874289,466442,directed
51909,466759,directed
79392,466759,directed
85915,466759,directed
610706,466759,directed
667794,466759,directed
754032,466759,directed
796734,466759,directed
927555,466759,directed
29884,467203,directed
33161,467203,directed
43714,467203,directed
46861,467203,directed
74452,467203,directed
108826,467203,directed
128099,467203,directed
139933,467203,directed
165011,467203,directed
316834,467203,directed
378624,467203,directed
477875,467203,directed
594665,467203,directed
622805,467203,directed
754032,467203,directed
766893,467203,directed
796734,467203,directed
802791,467203,directed
821571,467203,directed
824022,467203,directed
894465,467203,directed
41874,467382,directed
51992,467382,directed
58549,467382,directed
64303,467382,directed
66915,467382,directed
582313,467382,directed
610346,467382,directed
625736,467382,directed
631774,467382,directed
678339,467382,directed
754032,467382,directed
790732,467382,directed
936425,467382,directed
16438,467444,directed
43714,467444,directed
99561,467444,directed
100160,467444,directed
124492,467444,directed
325459,467444,directed
408696,467444,directed
484145,467444,directed
493327,467444,directed
502163,467444,directed
545726,467444,directed
566918,467444,directed
754032,467444,directed
764181,467444,directed
799053,467444,directed
89021,467853,directed
180228,467853,directed
187478,467853,directed
240865,467853,directed
354105,467853,directed
842351,467853,directed
565634,468911,directed
903009,468911,directed
49774,468938,directed
61044,468938,directed
96379,468938,directed
101895,468938,directed
167361,468938,directed
258741,468938,directed
276381,468938,directed
303506,468938,directed
319347,468938,directed
662797,468938,directed
120521,469286,directed
276085,469286,directed
332141,469286,directed
608701,469286,directed
751019,469286,directed
754032,469286,directed
894465,469286,directed
86927,469519,directed
611104,469519,directed
628467,469519,directed
673933,469519,directed
762885,469519,directed
780258,469519,directed
831733,469519,directed
1878899,469519,directed
186734,470588,directed
238495,470588,directed
240865,470588,directed
617844,470588,directed
238115,471156,directed
332141,471156,directed
409954,471156,directed
538677,471156,directed
827250,471156,directed
944310,471156,directed
75747,471355,directed
91650,471355,directed
109735,471355,directed
142652,471355,directed
160054,471355,directed
195874,471355,directed
197921,471355,directed
206407,471355,directed
482334,471355,directed
631535,471355,directed
756772,471355,directed
759491,471355,directed
793022,471355,directed
35864,471645,directed
221803,471645,directed
334193,471645,directed
487038,471645,directed
496370,471645,directed
553483,471645,directed
564333,471645,directed
645612,471645,directed
755494,471645,directed
780005,471645,directed
812802,471645,directed
891575,471645,directed
918400,471645,directed
1433,472102,directed
14651,472102,directed
161808,472102,directed
162269,472102,directed
162487,472102,directed
175286,472102,directed
227088,472102,directed
248920,472102,directed
286530,472102,directed
368112,472102,directed
592954,472102,directed
81083,472735,directed
151290,472735,directed
227527,472735,directed
234488,472735,directed
286662,472735,directed
389979,472735,directed
671156,472735,directed
745071,472735,directed
809396,472735,directed
838300,472735,directed
62823,472925,directed
75747,472925,directed
84053,472925,directed
91650,472925,directed
105354,472925,directed
109735,472925,directed
138520,472925,directed
140689,472925,directed
160054,472925,directed
206407,472925,directed
357406,472925,directed
418740,472925,directed
579839,472925,directed
604075,472925,directed
792925,472925,directed
920994,472925,directed
950956,472925,directed
960690,472925,directed
16361,473554,directed
43714,473554,directed
117064,473554,directed
122023,473554,directed
189644,473554,directed
234325,473554,directed
240081,473554,directed
246885,473554,directed
321321,473554,directed
325401,473554,directed
610706,473554,directed
661524,473554,directed
749175,473554,directed
934069,473554,directed
332141,473652,directed
796734,473652,directed
804476,473652,directed
58549,473909,directed
62823,473909,directed
154544,473909,directed
184043,473909,directed
243008,473909,directed
317545,473909,directed
335747,473909,directed
387095,473909,directed
471355,473909,directed
486047,473909,directed
771905,473909,directed
29978,474150,directed
51992,474150,directed
58549,474150,directed
62860,474150,directed
71209,474150,directed
89018,474150,directed
100160,474150,directed
137390,474150,directed
149840,474150,directed
172167,474150,directed
178906,474150,directed
254215,474150,directed
355412,474150,directed
490554,474150,directed
545726,474150,directed
600640,474150,directed
803009,474150,directed
850693,474150,directed
899530,474150,directed
933809,474150,directed
11707,474482,directed
61938,474482,directed
75747,474482,directed
91650,474482,directed
131627,474482,directed
187581,474482,directed
193231,474482,directed
418740,474482,directed
562304,474482,directed
672910,474482,directed
786613,474482,directed
82013,474648,directed
569256,474648,directed
71209,475010,directed
154530,475010,directed
205520,475010,directed
225930,475010,directed
299882,475010,directed
480830,475010,directed
485191,475010,directed
575379,475010,directed
674263,475010,directed
763301,475010,directed
922200,475010,directed
75264,475334,directed
75394,475334,directed
182598,475334,directed
197921,475334,directed
471355,475334,directed
482334,475334,directed
763601,475334,directed
92942,475362,directed
131650,475362,directed
183867,475362,directed
496525,475362,directed
617196,475362,directed
660507,475362,directed
742673,475362,directed
750519,475362,directed
849672,475362,directed
46699,475431,directed
55128,475431,directed
61534,475431,directed
80537,475431,directed
89713,475431,directed
120521,475431,directed
180228,475431,directed
207735,475431,directed
240311,475431,directed
241813,475431,directed
243012,475431,directed
279141,475431,directed
332141,475431,directed
538677,475431,directed
584923,475431,directed
765722,475431,directed
792953,475431,directed
793988,475431,directed
803720,475431,directed
816890,475431,directed
852007,475431,directed
944310,475431,directed
38490,475511,directed
73644,475511,directed
128290,475511,directed
369270,475511,directed
607448,475511,directed
6320,475650,directed
61172,475650,directed
84814,475650,directed
413524,475650,directed
754032,475650,directed
5882,475932,directed
51992,475932,directed
64303,475932,directed
75747,475932,directed
180263,475932,directed
210425,475932,directed
418740,475932,directed
490004,475932,directed
577627,475932,directed
754032,475932,directed
866786,475932,directed
894465,475932,directed
100160,475980,directed
423267,475980,directed
531986,475980,directed
582024,475980,directed
672910,475980,directed
678339,475980,directed
852855,475980,directed
920073,475980,directed
110341,476248,directed
182598,476248,directed
428717,476248,directed
562304,476248,directed
645612,476248,directed
807026,476248,directed
840402,476248,directed
866786,476248,directed
894465,476248,directed
925181,476248,directed
203008,476282,directed
798606,476282,directed
124492,476425,directed
130028,476425,directed
227697,476425,directed
361393,476425,directed
531986,476425,directed
560208,476425,directed
567570,476425,directed
796734,476425,directed
817011,476425,directed
836394,476425,directed
854854,476425,directed
858827,476425,directed
30928,476541,directed
303506,476541,directed
467203,476541,directed
36521,476558,directed
154544,476558,directed
170879,476558,directed
520545,476558,directed
665908,476558,directed
757342,476558,directed
885375,476558,directed
20740,476599,directed
