Source,Target,Type,Id,Label,timeset,Weight
468,4502,directed,,,,
2187,4502,directed,,,,
2198,4502,directed,,,,
2616,4502,directed,,,,
2775,4502,directed,,,,
2188,4502,directed,,,,
1808,4502,directed,,,,
389,4502,directed,,,,
1623,4502,directed,,,,
164,4502,directed,,,,
474,4502,directed,,,,
692,4502,directed,,,,
1417,4502,directed,,,,
1793,4502,directed,,,,
131,4502,directed,,,,
168,4502,directed,,,,
1526,4502,directed,,,,
112,4502,directed,,,,
47,488,directed,,,,
1039,488,directed,,,,
171,488,directed,,,,
361,488,directed,,,,
2373,488,directed,,,,
58,488,directed,,,,
723,488,directed,,,,
131,488,directed,,,,
1165,3370,directed,,,,
185,3370,directed,,,,
296,3370,directed,,,,
876,3370,directed,,,,
480,3370,directed,,,,
191,3370,directed,,,,
1008,3370,directed,,,,
786,3370,directed,,,,
195,3370,directed,,,,
728,3370,directed,,,,
201,3370,directed,,,,
648,4503,directed,,,,
695,4503,directed,,,,
2,4503,directed,,,,
910,4503,directed,,,,
691,4503,directed,,,,
2980,4503,directed,,,,
614,4503,directed,,,,
2318,4503,directed,,,,
1743,4503,directed,,,,
642,4503,directed,,,,
2402,4503,directed,,,,
1977,4503,directed,,,,
2121,4503,directed,,,,
2981,4503,directed,,,,
2716,4503,directed,,,,
973,4503,directed,,,,
1239,2017,directed,,,,
704,2017,directed,,,,
546,2017,directed,,,,
934,2017,directed,,,,
604,2017,directed,,,,
275,2017,directed,,,,
42,212,directed,,,,
21,212,directed,,,,
47,212,directed,,,,
1838,212,directed,,,,
50,212,directed,,,,
58,212,directed,,,,
60,212,directed,,,,
2379,212,directed,,,,
1642,212,directed,,,,
3,3634,directed,,,,
291,3634,directed,,,,
949,3634,directed,,,,
611,3634,directed,,,,
1880,3634,directed,,,,
434,3634,directed,,,,
1977,3634,directed,,,,
12,3634,directed,,,,
1430,3634,directed,,,,
1083,3634,directed,,,,
493,3634,directed,,,,
1890,3634,directed,,,,
1108,3031,directed,,,,
1383,3031,directed,,,,
1364,3031,directed,,,,
888,3031,directed,,,,
1009,3031,directed,,,,
1752,3031,directed,,,,
34,3031,directed,,,,
150,3031,directed,,,,
2066,3031,directed,,,,
581,4504,directed,,,,
186,4504,directed,,,,
2982,4504,directed,,,,
2983,4504,directed,,,,
469,4504,directed,,,,
1808,4504,directed,,,,
2984,4504,directed,,,,
726,4505,directed,,,,
23,4505,directed,,,,
2985,4505,directed,,,,
87,4505,directed,,,,
2079,4505,directed,,,,
28,4505,directed,,,,
231,4505,directed,,,,
461,4505,directed,,,,
1433,4506,directed,,,,
1447,4506,directed,,,,
1680,4506,directed,,,,
315,4506,directed,,,,
882,4506,directed,,,,
2236,4506,directed,,,,
1963,4506,directed,,,,
1668,4506,directed,,,,
2237,4506,directed,,,,
631,269,directed,,,,
839,269,directed,,,,
2776,269,directed,,,,
97,269,directed,,,,
98,269,directed,,,,
1183,269,directed,,,,
1841,269,directed,,,,
263,269,directed,,,,
696,269,directed,,,,
709,269,directed,,,,
1800,269,directed,,,,
835,269,directed,,,,
182,269,directed,,,,
1039,269,directed,,,,
1582,269,directed,,,,
712,269,directed,,,,
1683,269,directed,,,,
850,269,directed,,,,
1234,269,directed,,,,
388,269,directed,,,,
55,269,directed,,,,
389,269,directed,,,,
1925,269,directed,,,,
740,269,directed,,,,
1144,269,directed,,,,
2401,269,directed,,,,
1145,269,directed,,,,
1047,269,directed,,,,
741,269,directed,,,,
1618,269,directed,,,,
554,269,directed,,,,
1020,269,directed,,,,
720,269,directed,,,,
64,269,directed,,,,
1022,269,directed,,,,
722,269,directed,,,,
288,269,directed,,,,
2875,269,directed,,,,
2531,269,directed,,,,
272,269,directed,,,,
2190,269,directed,,,,
2320,269,directed,,,,
274,269,directed,,,,
132,2075,directed,,,,
1114,2075,directed,,,,
306,2075,directed,,,,
1070,2075,directed,,,,
725,2075,directed,,,,
816,2075,directed,,,,
281,2075,directed,,,,
1248,2075,directed,,,,
480,2075,directed,,,,
1372,2075,directed,,,,
1116,2075,directed,,,,
193,2075,directed,,,,
1735,2075,directed,,,,
372,2075,directed,,,,
2809,2075,directed,,,,
2298,2075,directed,,,,
198,2075,directed,,,,
2139,2075,directed,,,,
288,2075,directed,,,,
878,2075,directed,,,,
1536,2075,directed,,,,
761,2075,directed,,,,
2498,2075,directed,,,,
1004,1058,directed,,,,
108,1058,directed,,,,
54,1058,directed,,,,
60,1058,directed,,,,
110,1058,directed,,,,
67,1058,directed,,,,
1721,4507,directed,,,,
532,4507,directed,,,,
726,229,directed,,,,
840,229,directed,,,,
240,229,directed,,,,
2671,229,directed,,,,
2606,229,directed,,,,
943,229,directed,,,,
211,229,directed,,,,
28,229,directed,,,,
2093,229,directed,,,,
482,229,directed,,,,
65,229,directed,,,,
2765,3563,directed,,,,
2986,3563,directed,,,,
2987,3563,directed,,,,
1006,3563,directed,,,,
1008,3563,directed,,,,
1030,3563,directed,,,,
2253,3563,directed,,,,
263,2992,directed,,,,
1171,2992,directed,,,,
2317,2992,directed,,,,
835,2992,directed,,,,
1039,2992,directed,,,,
1142,2992,directed,,,,
2401,2992,directed,,,,
183,2992,directed,,,,
271,2992,directed,,,,
554,2992,directed,,,,
64,2992,directed,,,,
307,2188,directed,,,,
867,2188,directed,,,,
123,2188,directed,,,,
2344,2188,directed,,,,
868,2188,directed,,,,
646,2188,directed,,,,
308,2188,directed,,,,
309,2188,directed,,,,
1995,2188,directed,,,,
1094,2188,directed,,,,
261,4508,directed,,,,
2184,4508,directed,,,,
2,4508,directed,,,,
1487,4508,directed,,,,
1407,4508,directed,,,,
731,4508,directed,,,,
1294,4508,directed,,,,
55,4508,directed,,,,
1046,4508,directed,,,,
1998,4508,directed,,,,
2697,4508,directed,,,,
1446,316,directed,,,,
2988,4509,directed,,,,
1168,4509,directed,,,,
855,4509,directed,,,,
2989,4509,directed,,,,
2761,4509,directed,,,,
2955,4509,directed,,,,
1607,4509,directed,,,,
2990,4509,directed,,,,
2991,4509,directed,,,,
777,56,directed,,,,
368,56,directed,,,,
332,56,directed,,,,
2091,56,directed,,,,
2305,56,directed,,,,
54,56,directed,,,,
1104,56,directed,,,,
198,56,directed,,,,
628,56,directed,,,,
1867,416,directed,,,,
1101,416,directed,,,,
277,416,directed,,,,
698,416,directed,,,,
1650,416,directed,,,,
1911,416,directed,,,,
411,416,directed,,,,
178,416,directed,,,,
412,416,directed,,,,
1927,416,directed,,,,
700,416,directed,,,,
1173,416,directed,,,,
1224,416,directed,,,,
350,416,directed,,,,
423,416,directed,,,,
1339,2278,directed,,,,
1260,2278,directed,,,,
243,2278,directed,,,,
1186,2278,directed,,,,
1612,2278,directed,,,,
1003,2278,directed,,,,
987,2278,directed,,,,
481,2278,directed,,,,
482,2278,directed,,,,
1020,2278,directed,,,,
16,2278,directed,,,,
485,2278,directed,,,,
1635,2278,directed,,,,
1100,4510,directed,,,,
263,4510,directed,,,,
696,4510,directed,,,,
1300,4510,directed,,,,
182,4510,directed,,,,
1039,4510,directed,,,,
1107,4510,directed,,,,
266,4510,directed,,,,
1381,4510,directed,,,,
2992,4510,directed,,,,
390,4510,directed,,,,
2993,4510,directed,,,,
722,4510,directed,,,,
1918,4510,directed,,,,
17,4510,directed,,,,
2408,4510,directed,,,,
1992,4511,directed,,,,
2314,4511,directed,,,,
699,3446,directed,,,,
1271,3446,directed,,,,
193,3446,directed,,,,
64,2032,directed,,,,
1699,1046,directed,,,,
1451,1046,directed,,,,
1208,1046,directed,,,,
676,1046,directed,,,,
1446,2952,directed,,,,
2826,2952,directed,,,,
2237,2952,directed,,,,
112,2952,directed,,,,
1323,4512,directed,,,,
132,4512,directed,,,,
97,4512,directed,,,,
3,4512,directed,,,,
1824,4512,directed,,,,
1035,4512,directed,,,,
614,4512,directed,,,,
2163,4512,directed,,,,
733,4512,directed,,,,
640,4512,directed,,,,
2432,4512,directed,,,,
2699,4512,directed,,,,
1175,4512,directed,,,,
1976,4512,directed,,,,
2417,4512,directed,,,,
2166,4512,directed,,,,
1326,4512,directed,,,,
288,4512,directed,,,,
678,1125,directed,,,,
319,1125,directed,,,,
122,1125,directed,,,,
49,1125,directed,,,,
2785,1125,directed,,,,
124,1125,directed,,,,
125,1125,directed,,,,
126,1125,directed,,,,
858,1125,directed,,,,
757,1125,directed,,,,
1162,1125,directed,,,,
244,1125,directed,,,,
54,1125,directed,,,,
1210,1125,directed,,,,
64,1125,directed,,,,
66,1125,directed,,,,
1522,1125,directed,,,,
2015,1125,directed,,,,
760,1125,directed,,,,
247,2637,directed,,,,
784,2637,directed,,,,
1593,2637,directed,,,,
105,2637,directed,,,,
1332,2637,directed,,,,
1984,2637,directed,,,,
678,4513,directed,,,,
839,4513,directed,,,,
1747,4513,directed,,,,
488,4513,directed,,,,
1730,4513,directed,,,,
60,4513,directed,,,,
2954,4513,directed,,,,
15,4513,directed,,,,
1442,4513,directed,,,,
1032,4513,directed,,,,
17,4513,directed,,,,
1491,4514,directed,,,,
2994,4514,directed,,,,
2995,4514,directed,,,,
268,4514,directed,,,,
927,4514,directed,,,,
501,4514,directed,,,,
2996,4514,directed,,,,
1492,4514,directed,,,,
2997,4514,directed,,,,
354,3380,directed,,,,
1019,3380,directed,,,,
2030,2033,directed,,,,
1540,2033,directed,,,,
1427,2033,directed,,,,
631,447,directed,,,,
1299,447,directed,,,,
632,447,directed,,,,
1368,447,directed,,,,
709,447,directed,,,,
2023,447,directed,,,,
806,447,directed,,,,
1171,447,directed,,,,
1988,447,directed,,,,
182,447,directed,,,,
764,447,directed,,,,
638,447,directed,,,,
320,447,directed,,,,
403,447,directed,,,,
733,447,directed,,,,
1116,447,directed,,,,
228,447,directed,,,,
1096,447,directed,,,,
55,447,directed,,,,
739,447,directed,,,,
740,447,directed,,,,
1709,447,directed,,,,
448,447,directed,,,,
183,447,directed,,,,
1217,447,directed,,,,
859,447,directed,,,,
64,447,directed,,,,
1122,447,directed,,,,
131,447,directed,,,,
18,447,directed,,,,
724,447,directed,,,,
1517,926,directed,,,,
701,926,directed,,,,
661,926,directed,,,,
597,926,directed,,,,
134,926,directed,,,,
2532,926,directed,,,,
706,926,directed,,,,
940,926,directed,,,,
933,926,directed,,,,
536,4515,directed,,,,
1295,4515,directed,,,,
198,4515,directed,,,,
295,4516,directed,,,,
178,4516,directed,,,,
1084,4516,directed,,,,
2058,4516,directed,,,,
1309,4516,directed,,,,
2059,4516,directed,,,,
583,4516,directed,,,,
1507,4516,directed,,,,
103,4516,directed,,,,
2,1177,directed,,,,
291,1177,directed,,,,
673,1177,directed,,,,
996,1177,directed,,,,
2634,1498,directed,,,,
306,1498,directed,,,,
2,1498,directed,,,,
1957,1498,directed,,,,
1134,1498,directed,,,,
1064,1498,directed,,,,
64,1498,directed,,,,
522,1498,directed,,,,
679,3293,directed,,,,
1630,3293,directed,,,,
1934,3293,directed,,,,
633,4517,directed,,,,
291,1153,directed,,,,
295,1153,directed,,,,
785,3244,directed,,,,
2285,3244,directed,,,,
792,302,directed,,,,
701,500,directed,,,,
881,500,directed,,,,
2426,500,directed,,,,
703,500,directed,,,,
1434,500,directed,,,,
1044,500,directed,,,,
1336,500,directed,,,,
2354,500,directed,,,,
1762,500,directed,,,,
545,500,directed,,,,
1850,500,directed,,,,
546,500,directed,,,,
2614,500,directed,,,,
336,500,directed,,,,
673,500,directed,,,,
929,500,directed,,,,
831,500,directed,,,,
166,500,directed,,,,
1494,500,directed,,,,
1307,500,directed,,,,
940,500,directed,,,,
1308,500,directed,,,,
604,500,directed,,,,
1965,957,directed,,,,
293,957,directed,,,,
2998,957,directed,,,,
520,957,directed,,,,
2734,957,directed,,,,
1680,4518,directed,,,,
1650,4519,directed,,,,
2999,4519,directed,,,,
1011,4519,directed,,,,
2571,4519,directed,,,,
243,4519,directed,,,,
2986,4519,directed,,,,
2325,4519,directed,,,,
3000,4519,directed,,,,
745,4519,directed,,,,
1408,4519,directed,,,,
1771,4519,directed,,,,
1709,4519,directed,,,,
1604,4519,directed,,,,
15,4519,directed,,,,
1671,4519,directed,,,,
1420,4519,directed,,,,
1421,4519,directed,,,,
1823,1278,directed,,,,
669,1278,directed,,,,
1548,1278,directed,,,,
1346,1278,directed,,,,
480,1278,directed,,,,
785,1278,directed,,,,
2692,9,directed,,,,
2470,9,directed,,,,
573,9,directed,,,,
2,9,directed,,,,
3,9,directed,,,,
241,9,directed,,,,
424,9,directed,,,,
1187,9,directed,,,,
1054,9,directed,,,,
234,9,directed,,,,
1896,9,directed,,,,
849,9,directed,,,,
850,9,directed,,,,
2201,9,directed,,,,
425,9,directed,,,,
868,9,directed,,,,
576,9,directed,,,,
158,9,directed,,,,
361,9,directed,,,,
28,9,directed,,,,
1264,9,directed,,,,
60,9,directed,,,,
1956,9,directed,,,,
12,9,directed,,,,
13,9,directed,,,,
14,9,directed,,,,
1010,9,directed,,,,
746,9,directed,,,,
308,9,directed,,,,
166,9,directed,,,,
1342,9,directed,,,,
114,4520,directed,,,,
1075,4520,directed,,,,
115,4520,directed,,,,
116,4520,directed,,,,
3001,4520,directed,,,,
1352,4520,directed,,,,
1537,4520,directed,,,,
834,2314,directed,,,,
2426,2314,directed,,,,
2354,2314,directed,,,,
546,2314,directed,,,,
673,2314,directed,,,,
554,2314,directed,,,,
2203,2314,directed,,,,
2215,2314,directed,,,,
838,2314,directed,,,,
934,2314,directed,,,,
560,667,directed,,,,
2211,667,directed,,,,
562,667,directed,,,,
253,667,directed,,,,
297,667,directed,,,,
2398,667,directed,,,,
2205,667,directed,,,,
787,667,directed,,,,
1500,667,directed,,,,
2479,667,directed,,,,
2637,4521,directed,,,,
132,4522,directed,,,,
1551,4523,directed,,,,
3002,4524,directed,,,,
1770,2394,directed,,,,
595,1857,directed,,,,
904,1857,directed,,,,
597,1857,directed,,,,
2840,1857,directed,,,,
234,1857,directed,,,,
1044,1857,directed,,,,
1045,1857,directed,,,,
544,1857,directed,,,,
1239,1857,directed,,,,
704,1857,directed,,,,
2467,1857,directed,,,,
1456,1857,directed,,,,
81,1857,directed,,,,
673,1857,directed,,,,
929,1857,directed,,,,
166,1857,directed,,,,
1424,1857,directed,,,,
934,1857,directed,,,,
1446,3606,directed,,,,
3003,3606,directed,,,,
39,3606,directed,,,,
78,3606,directed,,,,
3004,3606,directed,,,,
1680,3606,directed,,,,
40,3606,directed,,,,
3005,3606,directed,,,,
545,3606,directed,,,,
3006,3606,directed,,,,
3007,3606,directed,,,,
3008,3606,directed,,,,
2402,3606,directed,,,,
3009,3606,directed,,,,
317,3606,directed,,,,
1245,3606,directed,,,,
3010,3606,directed,,,,
3011,3606,directed,,,,
933,3606,directed,,,,
477,2675,directed,,,,
1457,2675,directed,,,,
126,2675,directed,,,,
127,2675,directed,,,,
939,2675,directed,,,,
203,4525,directed,,,,
240,4525,directed,,,,
2615,4525,directed,,,,
975,4525,directed,,,,
943,4525,directed,,,,
2069,4525,directed,,,,
2648,4525,directed,,,,
2357,4525,directed,,,,
1125,4525,directed,,,,
213,4525,directed,,,,
28,4525,directed,,,,
287,4525,directed,,,,
1371,4525,directed,,,,
65,4525,directed,,,,
658,4525,directed,,,,
1409,4525,directed,,,,
1394,4525,directed,,,,
2511,4525,directed,,,,
1300,3341,directed,,,,
574,3341,directed,,,,
886,3341,directed,,,,
1381,3341,directed,,,,
392,3341,directed,,,,
1303,3341,directed,,,,
2408,3341,directed,,,,
293,2389,directed,,,,
1148,2389,directed,,,,
452,2389,directed,,,,
1500,2389,directed,,,,
520,2389,directed,,,,
368,2364,directed,,,,
780,2364,directed,,,,
263,2100,directed,,,,
2,2100,directed,,,,
241,2100,directed,,,,
1095,2100,directed,,,,
387,2100,directed,,,,
2794,2100,directed,,,,
713,2100,directed,,,,
388,2100,directed,,,,
714,2100,directed,,,,
54,2100,directed,,,,
554,2100,directed,,,,
1010,2100,directed,,,,
942,2100,directed,,,,
721,2100,directed,,,,
1617,2100,directed,,,,
111,2100,directed,,,,
67,2100,directed,,,,
1025,2100,directed,,,,
3012,4526,directed,,,,
3013,4526,directed,,,,
1301,4526,directed,,,,
17,4526,directed,,,,
777,1894,directed,,,,
332,1894,directed,,,,
193,1894,directed,,,,
194,1894,directed,,,,
779,1894,directed,,,,
198,1894,directed,,,,
120,1894,directed,,,,
777,1885,directed,,,,
1344,1885,directed,,,,
467,1885,directed,,,,
2950,1885,directed,,,,
113,1885,directed,,,,
1006,1885,directed,,,,
51,1885,directed,,,,
964,1885,directed,,,,
434,1885,directed,,,,
194,1885,directed,,,,
109,1885,directed,,,,
928,1885,directed,,,,
736,1885,directed,,,,
2060,1885,directed,,,,
38,1885,directed,,,,
777,1808,directed,,,,
1615,1808,directed,,,,
2276,1808,directed,,,,
1334,1808,directed,,,,
368,1808,directed,,,,
1134,1808,directed,,,,
2604,1808,directed,,,,
512,1808,directed,,,,
1772,1808,directed,,,,
584,1808,directed,,,,
630,1808,directed,,,,
2603,1808,directed,,,,
1803,1808,directed,,,,
3014,1808,directed,,,,
202,1808,directed,,,,
1704,1270,directed,,,,
3015,1927,directed,,,,
1579,1927,directed,,,,
1867,1927,directed,,,,
98,1927,directed,,,,
1173,1927,directed,,,,
1047,1927,directed,,,,
385,1927,directed,,,,
64,1927,directed,,,,
1423,1927,directed,,,,
1075,4527,directed,,,,
3016,4527,directed,,,,
3017,4527,directed,,,,
3018,4527,directed,,,,
1004,4528,directed,,,,
3019,4528,directed,,,,
2138,4528,directed,,,,
1083,4528,directed,,,,
1327,4528,directed,,,,
352,1566,directed,,,,
233,1566,directed,,,,
868,1566,directed,,,,
385,1566,directed,,,,
64,1566,directed,,,,
236,1566,directed,,,,
131,1566,directed,,,,
98,657,directed,,,,
2,657,directed,,,,
368,657,directed,,,,
108,657,directed,,,,
183,657,directed,,,,
64,657,directed,,,,
235,657,directed,,,,
111,657,directed,,,,
1510,4529,directed,,,,
3020,4529,directed,,,,
1511,4529,directed,,,,
2086,4529,directed,,,,
2630,4529,directed,,,,
1412,4529,directed,,,,
3021,4529,directed,,,,
879,4529,directed,,,,
3022,4529,directed,,,,
3023,4529,directed,,,,
1415,4529,directed,,,,
43,4530,directed,,,,
486,4530,directed,,,,
171,4530,directed,,,,
886,4530,directed,,,,
1383,4530,directed,,,,
58,4530,directed,,,,
0,4530,directed,,,,
1385,4530,directed,,,,
891,4530,directed,,,,
761,4530,directed,,,,
2734,4531,directed,,,,
1275,3721,directed,,,,
2082,3721,directed,,,,
697,3721,directed,,,,
698,3721,directed,,,,
1154,3721,directed,,,,
1295,3721,directed,,,,
2632,3721,directed,,,,
2083,3721,directed,,,,
118,3721,directed,,,,
700,3721,directed,,,,
233,4532,directed,,,,
1582,4532,directed,,,,
64,4532,directed,,,,
1137,4532,directed,,,,
1254,2947,directed,,,,
107,2947,directed,,,,
297,2947,directed,,,,
1191,2947,directed,,,,
64,2947,directed,,,,
337,2947,directed,,,,
1666,4533,directed,,,,
2096,4533,directed,,,,
2463,4533,directed,,,,
1025,4533,directed,,,,
680,1830,directed,,,,
152,1830,directed,,,,
733,1830,directed,,,,
55,1830,directed,,,,
183,1830,directed,,,,
1320,1830,directed,,,,
1033,1830,directed,,,,
579,1830,directed,,,,
2811,1830,directed,,,,
42,213,directed,,,,
204,213,directed,,,,
1674,213,directed,,,,
3024,213,directed,,,,
686,213,directed,,,,
207,213,directed,,,,
2289,213,directed,,,,
967,213,directed,,,,
210,213,directed,,,,
361,213,directed,,,,
58,213,directed,,,,
216,213,directed,,,,
65,213,directed,,,,
891,213,directed,,,,
969,213,directed,,,,
1128,213,directed,,,,
222,213,directed,,,,
182,1876,directed,,,,
64,1876,directed,,,,
131,1876,directed,,,,
581,1471,directed,,,,
1469,1471,directed,,,,
2566,1471,directed,,,,
1685,1471,directed,,,,
511,1471,directed,,,,
917,1471,directed,,,,
964,1471,directed,,,,
1686,1471,directed,,,,
2902,1471,directed,,,,
1808,1471,directed,,,,
3025,1471,directed,,,,
2561,1471,directed,,,,
1452,1471,directed,,,,
3026,1471,directed,,,,
584,1471,directed,,,,
1474,1471,directed,,,,
2259,1471,directed,,,,
2068,1471,directed,,,,
289,1471,directed,,,,
1053,4534,directed,,,,
714,4534,directed,,,,
1266,4534,directed,,,,
1025,4534,directed,,,,
491,3414,directed,,,,
908,3414,directed,,,,
1074,3414,directed,,,,
1908,3414,directed,,,,
2501,2971,directed,,,,
3027,2971,directed,,,,
608,4535,directed,,,,
3028,1850,directed,,,,
2354,1850,directed,,,,
673,1850,directed,,,,
1279,1850,directed,,,,
166,1850,directed,,,,
303,4536,directed,,,,
120,4536,directed,,,,
1293,4537,directed,,,,
592,4537,directed,,,,
605,997,directed,,,,
816,997,directed,,,,
611,997,directed,,,,
523,997,directed,,,,
820,997,directed,,,,
1536,997,directed,,,,
761,997,directed,,,,
2384,997,directed,,,,
3029,4538,directed,,,,
797,4538,directed,,,,
194,4538,directed,,,,
1893,4538,directed,,,,
56,4538,directed,,,,
1550,4538,directed,,,,
2734,3111,directed,,,,
839,1180,directed,,,,
465,1180,directed,,,,
98,1180,directed,,,,
386,1180,directed,,,,
2,1180,directed,,,,
1683,1180,directed,,,,
733,1180,directed,,,,
108,1180,directed,,,,
54,1180,directed,,,,
55,1180,directed,,,,
481,1180,directed,,,,
845,1180,directed,,,,
64,1180,directed,,,,
15,1180,directed,,,,
16,1180,directed,,,,
67,1180,directed,,,,
2,2447,directed,,,,
1486,2447,directed,,,,
1055,2447,directed,,,,
1085,2447,directed,,,,
434,2447,directed,,,,
1206,2447,directed,,,,
1046,2447,directed,,,,
1451,2447,directed,,,,
64,2447,directed,,,,
1280,2447,directed,,,,
131,2447,directed,,,,
881,81,directed,,,,
1762,81,directed,,,,
2912,81,directed,,,,
672,81,directed,,,,
673,81,directed,,,,
1851,81,directed,,,,
676,81,directed,,,,
1964,81,directed,,,,
595,829,directed,,,,
74,829,directed,,,,
881,829,directed,,,,
670,829,directed,,,,
77,829,directed,,,,
78,829,directed,,,,
80,829,directed,,,,
546,829,directed,,,,
1904,829,directed,,,,
83,829,directed,,,,
602,829,directed,,,,
833,4539,directed,,,,
881,546,directed,,,,
2426,546,directed,,,,
2301,546,directed,,,,
234,546,directed,,,,
1336,546,directed,,,,
1762,546,directed,,,,
81,546,directed,,,,
2355,546,directed,,,,
673,546,directed,,,,
1208,546,directed,,,,
1279,546,directed,,,,
166,546,directed,,,,
676,546,directed,,,,
1964,546,directed,,,,
581,4540,directed,,,,
1334,3040,directed,,,,
233,3040,directed,,,,
152,3040,directed,,,,
1134,3040,directed,,,,
472,3040,directed,,,,
1808,3040,directed,,,,
474,3040,directed,,,,
131,3040,directed,,,,
112,3040,directed,,,,
2231,195,directed,,,,
291,195,directed,,,,
424,195,directed,,,,
295,195,directed,,,,
296,195,directed,,,,
785,195,directed,,,,
883,195,directed,,,,
1153,195,directed,,,,
1131,195,directed,,,,
1192,195,directed,,,,
250,195,directed,,,,
1133,195,directed,,,,
1271,2496,directed,,,,
54,2496,directed,,,,
1938,2496,directed,,,,
3030,2496,directed,,,,
69,3252,directed,,,,
178,3252,directed,,,,
1483,4541,directed,,,,
2550,4542,directed,,,,
680,1003,directed,,,,
2746,1003,directed,,,,
122,1003,directed,,,,
1459,1003,directed,,,,
964,1003,directed,,,,
858,1003,directed,,,,
146,1003,directed,,,,
193,1003,directed,,,,
54,1003,directed,,,,
361,1003,directed,,,,
481,1003,directed,,,,
198,1003,directed,,,,
64,1003,directed,,,,
149,1003,directed,,,,
324,1003,directed,,,,
485,1003,directed,,,,
606,3450,directed,,,,
510,3450,directed,,,,
297,3450,directed,,,,
54,3450,directed,,,,
1450,3450,directed,,,,
646,3450,directed,,,,
1994,3450,directed,,,,
379,3450,directed,,,,
308,3450,directed,,,,
309,3450,directed,,,,
516,3450,directed,,,,
251,3450,directed,,,,
1380,4543,directed,,,,
2828,4543,directed,,,,
3031,4543,directed,,,,
889,4543,directed,,,,
34,4543,directed,,,,
38,4543,directed,,,,
3032,4543,directed,,,,
3033,4543,directed,,,,
1566,1934,directed,,,,
2067,1934,directed,,,,
1060,1934,directed,,,,
1535,1934,directed,,,,
860,1934,directed,,,,
1441,1934,directed,,,,
3034,1934,directed,,,,
2068,1934,directed,,,,
306,372,directed,,,,
869,372,directed,,,,
331,372,directed,,,,
1134,372,directed,,,,
2274,372,directed,,,,
873,372,directed,,,,
480,372,directed,,,,
2187,372,directed,,,,
3035,372,directed,,,,
1219,372,directed,,,,
379,372,directed,,,,
775,372,directed,,,,
236,372,directed,,,,
352,2443,directed,,,,
182,2443,directed,,,,
233,2443,directed,,,,
611,2443,directed,,,,
534,2443,directed,,,,
54,2443,directed,,,,
128,2443,directed,,,,
64,2443,directed,,,,
308,2443,directed,,,,
131,2443,directed,,,,
574,2337,directed,,,,
3036,2337,directed,,,,
388,2337,directed,,,,
228,2337,directed,,,,
27,2337,directed,,,,
389,2337,directed,,,,
1261,2337,directed,,,,
759,2337,directed,,,,
17,2337,directed,,,,
1388,2337,directed,,,,
1263,2337,directed,,,,
679,1150,directed,,,,
58,1150,directed,,,,
11,1150,directed,,,,
64,1150,directed,,,,
1291,1150,directed,,,,
2,1567,directed,,,,
243,1567,directed,,,,
107,1567,directed,,,,
255,1567,directed,,,,
1309,1567,directed,,,,
673,1567,directed,,,,
64,1567,directed,,,,
993,4544,directed,,,,
1500,4544,directed,,,,
839,2110,directed,,,,
573,2110,directed,,,,
2,2110,directed,,,,
680,2110,directed,,,,
241,2110,directed,,,,
1260,2110,directed,,,,
1359,2110,directed,,,,
361,2110,directed,,,,
481,2110,directed,,,,
1265,2110,directed,,,,
64,2110,directed,,,,
67,2110,directed,,,,
485,2110,directed,,,,
678,361,directed,,,,
42,361,directed,,,,
1368,361,directed,,,,
182,361,directed,,,,
233,361,directed,,,,
50,361,directed,,,,
1620,361,directed,,,,
58,361,directed,,,,
481,361,directed,,,,
60,361,directed,,,,
1655,361,directed,,,,
183,361,directed,,,,
1127,361,directed,,,,
945,361,directed,,,,
859,361,directed,,,,
854,361,directed,,,,
1137,361,directed,,,,
2222,361,directed,,,,
67,361,directed,,,,
1569,361,directed,,,,
723,361,directed,,,,
131,361,directed,,,,
1342,361,directed,,,,
1410,770,directed,,,,
2655,770,directed,,,,
7,770,directed,,,,
1533,770,directed,,,,
1129,770,directed,,,,
1438,770,directed,,,,
1138,770,directed,,,,
306,1438,directed,,,,
3037,1438,directed,,,,
1410,1438,directed,,,,
1255,1438,directed,,,,
296,1438,directed,,,,
1194,1438,directed,,,,
337,1438,directed,,,,
98,3530,directed,,,,
263,3530,directed,,,,
709,3530,directed,,,,
386,3530,directed,,,,
1233,3530,directed,,,,
182,3530,directed,,,,
637,3530,directed,,,,
808,3530,directed,,,,
638,3530,directed,,,,
575,3530,directed,,,,
713,3530,directed,,,,
1175,3530,directed,,,,
2385,3530,directed,,,,
3038,3530,directed,,,,
1384,3530,directed,,,,
390,3530,directed,,,,
741,3530,directed,,,,
554,3530,directed,,,,
2658,3530,directed,,,,
1020,3530,directed,,,,
392,3530,directed,,,,
64,3530,directed,,,,
722,3530,directed,,,,
235,3530,directed,,,,
17,3530,directed,,,,
2512,3530,directed,,,,
2446,4545,directed,,,,
482,4545,directed,,,,
203,445,directed,,,,
841,445,directed,,,,
46,445,directed,,,,
1932,445,directed,,,,
1004,445,directed,,,,
1052,445,directed,,,,
576,445,directed,,,,
577,445,directed,,,,
1264,445,directed,,,,
216,445,directed,,,,
1062,445,directed,,,,
945,445,directed,,,,
1010,445,directed,,,,
1301,445,directed,,,,
65,445,directed,,,,
969,445,directed,,,,
1266,445,directed,,,,
204,2608,directed,,,,
207,2608,directed,,,,
213,2608,directed,,,,
361,2608,directed,,,,
58,2608,directed,,,,
216,2608,directed,,,,
65,2608,directed,,,,
